PROFILE,ACCOUNT_NUM,REGION,TITLE_ID,CHECK_RESULT,ITEM_SCORED,ITEM_LEVEL,TITLE_TEXT,CHECK_RESULT_EXTENDED,CHECK_ASFF_COMPLIANCE_TYPE,CHECK_SEVERITY,CHECK_SERVICENAME,CHECK_ASFF_RESOURCE_TYPE,CHECK_ASFF_TYPE,CHECK_RISK,CHECK_REMEDIATION,CHECK_DOC,CHECK_CAF_EPIC,CHECK_RESOURCE_ID,PROWLER_START_TIME,ACCOUNT_DETAILS_EMAIL,ACCOUNT_DETAILS_NAME,ACCOUNT_DETAILS_ARN,ACCOUNT_DETAILS_ORG,ACCOUNT_DETAILS_TAGS
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-LoggingSta-CustomS3PutPublicAccessB-U95DW87tO9iC,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-LoggingSta-CustomS3PutPublicAccessB-U95DW87tO9iC,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomGuardDutyCreatePub-Dpim8pVcUcfy,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomGuardDutyCreatePub-Dpim8pVcUcfy,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: python3.7 used by: tgw-appliancemode,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,tgw-appliancemode,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,FAIL,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Obsolete runtime: python3.6 used by: Core-Networking-With-NGFW-RandomStringFunction-nFlDOuTDfFcq,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,Core-Networking-With-NGFW-RandomStringFunction-nFlDOuTDfFcq,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: python3.9 used by: aws-controltower-NotificationForwarder,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,aws-controltower-NotificationForwarder,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkVpc-CustomDeleteDefaultVpcCu-0wKpxDSCXwfn,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkVpc-CustomDeleteDefaultVpcCu-0wKpxDSCXwfn,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomIamUpdateAccountPa-UNALyuInMT2a,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomIamUpdateAccountPa-UNALyuInMT2a,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-SecurityRe-CustomOrganizationsDescr-ahqFrqj1IMvM,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecurityRe-CustomOrganizationsDescr-ahqFrqj1IMvM,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomEbsDefaultVolumeEn-70qksRj2bfLK,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomEbsDefaultVolumeEn-70qksRj2bfLK,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-DGTmt3kVubKt,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-DGTmt3kVubKt,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-LoggingSta-CustomSsmGetParameterVal-xD9ltEsPghmG,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-LoggingSta-CustomSsmGetParameterVal-xD9ltEsPghmG,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: python3.7 used by: retrieve-vpceid,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,retrieve-vpceid,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomSsmGetParameterVal-FMZet19oFGme,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomSsmGetParameterVal-FMZet19oFGme,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-LoggingSta-CustomOrganizationsDescr-rfMDa4KMVphR,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-LoggingSta-CustomOrganizationsDescr-rfMDa4KMVphR,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-1: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-3VWjHxYnPYmT,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-3VWjHxYnPYmT,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkPre-CustomOrganizationsDescr-amPRXlQwBuY3,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkPre-CustomOrganizationsDescr-amPRXlQwBuY3,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomGuardDutyCreatePub-FnHyUFB3Dmsj,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomGuardDutyCreatePub-FnHyUFB3Dmsj,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-SecurityRe-CustomOrganizationsDescr-fqWsO2vAu8A6,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecurityRe-CustomOrganizationsDescr-fqWsO2vAu8A6,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-LoggingSta-CustomSsmGetParameterVal-PXOpdd5ktI93,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-LoggingSta-CustomSsmGetParameterVal-PXOpdd5ktI93,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkPre-CustomSsmGetParameterVal-tOvmTCeChTKo,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkPre-CustomSsmGetParameterVal-tOvmTCeChTKo,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomEbsDefaultVolumeEn-vje9Sd7ViG5W,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomEbsDefaultVolumeEn-vje9Sd7ViG5W,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: python3.9 used by: aws-controltower-NotificationForwarder,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,aws-controltower-NotificationForwarder,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-SecurityRe-CustomSsmGetParameterVal-szm9q6jflJ9a,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecurityRe-CustomSsmGetParameterVal-szm9q6jflJ9a,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-BG1Kh7b2oc49,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-BG1Kh7b2oc49,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkVpc-CustomDeleteDefaultVpcCu-ATY9rMeNFP8m,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkVpc-CustomDeleteDefaultVpcCu-ATY9rMeNFP8m,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-RdU9gAWJ7R5H,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-RdU9gAWJ7R5H,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-kL6GvaMoDhzE,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-kL6GvaMoDhzE,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-LoggingSta-CustomOrganizationsDescr-tutASuuRn6Uy,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-LoggingSta-CustomOrganizationsDescr-tutASuuRn6Uy,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomMaciePutClassifica-RHZrPpZJNdfR,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomMaciePutClassifica-RHZrPpZJNdfR,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomSecurityHubBatchEn-NhbowlQnZ0lo,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomSecurityHubBatchEn-NhbowlQnZ0lo,2022-08-23T21:20:17+0000,,,,,
